"[98, 43.18213992270621]","[96, 40.857374408933744]","[97, 39.341143977016124]","[9, 38.16745305841657]","[95, 36.0412693115354]","[963, 35.5030635731038]","[919, 34.49068184123399]","[969, 34.07325398526336]","[91, 34.00337106957329]","[92, 33.63820244448694]"
"[98, 31.78458072482097]","[96, 29.048391849989148]","[97, 28.6520602522526]","[95, 26.802744051992804]","[969, 25.037947284554882]","[99, 24.520694188811476]","[9, 23.40130788090086]","[91, 23.15583517145119]","[924, 22.212424208476907]","[963, 22.17149269503052]"
"[98, 39.162621924597346]","[924, 34.26133291508862]","[93, 34.03598649400831]","[9, 33.93894229073706]","[96, 33.15604670888788]","[95, 29.709744975797925]","[919, 28.99631875742775]","[993, 28.987117916666865]","[928, 28.764946901658906]","[97, 27.374678956344145]"
"[9, 19.871102375539383]","[98, 18.361748858648504]","[93, 17.96917103152732]","[96, 16.098598499895115]","[95, 15.57644185060693]","[97, 15.242857638099904]","[924, 14.966427422507037]","[919, 14.941812693568345]","[923, 14.221587707915887]","[99, 13.601992858052512]"
"[98, 48.35131991799732]","[9, 44.286949830223094]","[96, 43.82359206260746]","[97, 43.548095486886886]","[963, 41.998145841063845]","[969, 39.519542944580344]","[91, 39.16921777989162]","[95, 38.992582830566484]","[99, 38.93881309516923]","[919, 38.587892663585386]"
"[98, 56.09666804196527]","[97, 48.86664525474829]","[96, 48.345972847556006]","[95, 47.675131909594114]","[9, 43.35090821235852]","[99, 40.39402886251534]","[969, 39.38099220390999]","[924, 38.75628671737189]","[91, 38.28746173763158]","[963, 37.35775905595594]"
"[9, 32.66997757124618]","[98, 26.684778198101185]","[93, 26.06614599626453]","[96, 22.87386982707732]","[936, 21.723986440538372]","[924, 21.454843338622606]","[97, 20.494412100706]","[919, 20.474089213608757]","[923, 19.962596640937182]","[963, 19.34114346394738]"
"[98, 60.31764208013159]","[97, 54.75994414788753]","[99, 51.65180046394231]","[96, 50.894155747255496]","[9, 49.467468467823885]","[969, 48.876104805576]","[91, 45.82225864430933]","[95, 43.64967181753805]","[92, 43.386143862953595]","[945, 43.32248381310782]"
"[98, 32.599528271539576]","[9, 26.44417053918746]","[96, 25.224678110784442]","[97, 25.1921997098875]","[99, 24.523859162404666]","[95, 22.35330212468316]","[963, 22.10556033648497]","[923, 21.006433015749728]","[91, 20.825209311480727]","[969, 20.771515428247678]"
"[98, 46.367165387273154]","[96, 39.42291050459287]","[924, 38.744032412067604]","[9, 38.1665785455324]","[95, 36.19771724915126]","[93, 36.18822609572182]","[97, 34.495542908872864]","[919, 33.02856022481777]","[928, 32.76035686556531]","[993, 31.32410014356548]"
"[98, 32.43487972766713]","[96, 28.72493298385303]","[9, 27.401086530769902]","[95, 26.033532171409156]","[924, 25.99223741337102]","[919, 25.73455337030035]","[928, 24.735190717019332]","[93, 24.443628246484884]","[97, 23.672941406844647]","[993, 23.66469423518099]"
"[98, 43.81614986919042]","[93, 42.19340871214036]","[9, 41.492802646756594]","[919, 37.20019391446828]","[96, 34.24879337944361]","[924, 33.16838573301776]","[993, 32.00159587473908]","[95, 30.523678221297168]","[928, 29.83568933700396]","[926, 28.024375063969085]"
"[96, 39.73624210434003]","[98, 39.216729864665304]","[97, 37.551182987444655]","[95, 36.75706618630741]","[9, 35.193353494596096]","[969, 33.51404741966397]","[99, 32.42242630792912]","[91, 31.415396419516878]","[919, 31.096797291678175]","[963, 30.673080249703126]"
"[9, 32.02137788723285]","[902, 31.848682106624338]","[937, 31.07627295019764]","[98, 29.50124219977331]","[96, 27.0336588140536]","[900, 25.9301994389676]","[984, 23.2274002107263]","[93, 22.14141856698706]","[988, 21.93825953182017]","[95, 21.671178798529965]"
"[98, 48.953911749801776]","[96, 46.81121348060428]","[9, 43.03501869647151]","[95, 41.82636644549701]","[919, 41.77734581251165]","[92, 41.36868811568566]","[97, 41.300208647505215]","[91, 39.65519379981226]","[99, 38.75878412071471]","[963, 38.368633203179414]"
"[98, 62.78123685900857]","[96, 62.28974747436025]","[9, 52.08566359810713]","[95, 51.86783307826524]","[97, 51.841329424651974]","[91, 49.456358794513534]","[92, 49.11392108003767]","[99, 48.995720158312416]","[969, 47.252761164483196]","[919, 46.046685871704895]"
"[900, 31.542682119229195]","[902, 30.580115561646394]","[9, 30.51178104827853]","[937, 27.20196476377189]","[98, 24.57202131548222]","[96, 23.270915539200274]","[93, 20.31323039324436]","[97, 18.89295477189908]","[905, 18.473932619881825]","[95, 17.906258109056967]"
"[98, 39.62424850707802]","[97, 35.46373366009299]","[96, 34.833952051889895]","[99, 34.36895730697324]","[9, 33.88851224342761]","[919, 31.92352090517084]","[91, 31.466596631184466]","[969, 30.945451747507605]","[92, 30.57530315658706]","[95, 30.47770811806966]"
"[98, 35.37277814662755]","[9, 32.875113762499325]","[97, 31.302691425530696]","[96, 30.599188073012783]","[95, 30.335171521695987]","[963, 28.013267239198743]","[99, 26.396982447184055]","[92, 25.904616018481583]","[969, 25.48043847752723]","[91, 25.317160667445528]"
"[98, 44.37771802331813]","[96, 40.27880144478231]","[97, 38.43593650446022]","[969, 36.923918954790636]","[95, 36.844352649355315]","[9, 35.19817154205984]","[92, 33.4773387206579]","[919, 33.18687676282336]","[99, 33.050858803297366]","[963, 32.25742047260717]"
"[98, 39.071930735931446]","[96, 36.06499582903033]","[95, 33.835068542684766]","[993, 32.91131953440564]","[9, 31.982626195171]","[924, 31.842976868797262]","[93, 31.50292420941204]","[919, 31.383492463553797]","[97, 30.16576462797487]","[969, 27.54449035180447]"
"[98, 44.992331141560356]","[97, 42.639040115806004]","[96, 39.454529050764215]","[99, 37.57393341135705]","[9, 36.887929822907026]","[95, 35.89835339819964]","[969, 34.356345356563985]","[945, 33.43137375240292]","[963, 33.40151404916896]","[91, 32.14484792845302]"
"[98, 43.04908186764706]","[9, 37.56586032798816]","[96, 35.32927010785399]","[97, 34.91276088129004]","[963, 32.531474928538834]","[99, 32.43180563627566]","[92, 32.05308958396088]","[95, 31.627890133805643]","[923, 30.37256513890362]","[919, 30.278813222949392]"
"[902, 29.611731215278763]","[98, 29.049833667391102]","[9, 28.16149322831876]","[937, 27.8670945087184]","[96, 27.111175466762525]","[93, 26.572466003126962]","[900, 25.00425939281376]","[919, 22.70377593118421]","[95, 22.536581990261244]","[984, 21.29818086120396]"
"[9, 27.5232130433539]","[98, 26.656095712530963]","[937, 26.26794874316202]","[902, 25.6467591692897]","[96, 23.121829374147044]","[900, 22.141020239647023]","[93, 20.853994641854573]","[984, 19.229786291298446]","[919, 18.163512097601206]","[95, 18.041174750438092]"
"[902, 34.137573347347335]","[9, 33.78924281326945]","[900, 32.99081001259497]","[937, 31.99679085050432]","[98, 29.642599048708313]","[96, 26.129555445747027]","[93, 23.705657570517303]","[95, 22.151064145869835]","[919, 21.845501546054788]","[984, 21.6756472448845]"
"[96, 33.58261167001052]","[98, 33.23897260972492]","[97, 30.141307077865875]","[9, 29.61448037326019]","[95, 27.887717556305354]","[963, 27.139565537801555]","[969, 26.53245489742577]","[99, 26.398673051672258]","[919, 26.32267148182952]","[92, 26.238912551341073]"
"[98, 61.40070380321439]","[97, 55.234973605716526]","[96, 53.98862607350156]","[95, 49.8943533785285]","[969, 49.39065496148668]","[9, 48.552969743678695]","[99, 46.61811893881278]","[963, 45.134511627413396]","[92, 42.93367398032229]","[91, 42.880598920555414]"
"[902, 30.73101794430258]","[937, 30.63617739943203]","[9, 29.292098234805476]","[900, 27.689268827079296]","[98, 26.162181229695648]","[96, 24.086888722454223]","[93, 20.92912427443711]","[984, 20.10867504256868]","[990, 19.862825734735583]","[97, 19.792555142809142]"
"[98, 58.53393491082764]","[96, 53.152492172628705]","[97, 51.28740254794051]","[9, 51.21543213501183]","[95, 48.777586344023334]","[99, 47.13212866712217]","[92, 46.814435112721696]","[969, 45.35493504988389]","[963, 44.09106667223794]","[939, 43.695251708981175]"
"[9, 39.088539370655354]","[93, 37.23097498539518]","[98, 36.71552479511487]","[919, 30.205029574102493]","[96, 30.036476330945202]","[924, 28.025182523592868]","[928, 26.09675739142541]","[95, 24.932433405133068]","[993, 24.577133882980274]","[963, 23.472950384668067]"
"[98, 61.2964544713812]","[96, 58.92100608116115]","[95, 51.49871595043011]","[97, 47.95912570436317]","[9, 47.36207322481797]","[969, 47.14703545271687]","[91, 46.878764059059414]","[92, 46.67074726995155]","[99, 44.03372079907975]","[919, 43.86243859338052]"
"[9, 38.08668475195598]","[98, 32.33128561341538]","[937, 30.414473294690136]","[96, 27.442497734595456]","[93, 27.078276533359574]","[902, 26.566458802240785]","[900, 23.457955188170732]","[924, 22.914268488039895]","[919, 22.395208516966672]","[988, 22.017257947828263]"
"[98, 38.59724441635196]","[924, 34.43683679996003]","[9, 34.42400249838691]","[93, 32.73451265028137]","[96, 32.38680332124825]","[928, 30.07670008270276]","[95, 30.061685578014245]","[919, 29.675329340002424]","[926, 27.37553779846565]","[97, 27.314354673336123]"
"[98, 43.78278659371825]","[9, 43.162985736214495]","[93, 41.43291680681411]","[96, 36.79846578679916]","[924, 36.48112040275459]","[919, 34.73256171276237]","[928, 32.25483188754741]","[95, 31.872350597746117]","[97, 30.859687826653186]","[926, 30.013921523287397]"
"[9, 37.6440366542267]","[93, 31.416718121216213]","[98, 30.612661997721283]","[919, 28.480116337010205]","[96, 25.966979344578803]","[936, 25.03555028627347]","[95, 23.75939851443595]","[97, 21.86900866983786]","[963, 21.67616291865636]","[99, 21.434993813231266]"
"[98, 58.055800765866834]","[96, 49.881384761319445]","[91, 45.12786298686497]","[97, 44.75629576659512]","[969, 44.3130688207463]","[9, 44.020939697954375]","[95, 43.44183599787744]","[919, 43.4049341471665]","[92, 42.42901278978283]","[99, 41.73837008390994]"
"[98, 64.60989748174707]","[96, 60.668619330899034]","[97, 58.41738316219498]","[95, 54.45810743851734]","[9, 53.89216496570747]","[969, 53.15860797467988]","[99, 51.98208495260233]","[91, 51.767942594719294]","[92, 50.50441363254647]","[959, 49.229714050241626]"
"[98, 26.476470856578143]","[9, 26.148304404926265]","[96, 23.29399214827403]","[93, 22.539403337622975]","[988, 21.35469710452809]","[919, 20.265807206533907]","[993, 20.034011539189475]","[902, 19.73584567644662]","[95, 19.52390176170469]","[937, 19.427409618830314]"
"[96, 48.63689492637226]","[98, 47.077043086516674]","[95, 42.08027891412711]","[97, 41.42298258967848]","[99, 41.224368890749034]","[91, 41.04193926136148]","[969, 41.00153879083868]","[94, 36.04560123852081]","[9, 34.87471003435486]","[90, 34.29912648295503]"
"[98, 26.15325974823969]","[9, 26.113050383607725]","[96, 23.446074100793126]","[97, 21.631784032614156]","[963, 19.987356141489016]","[923, 19.526252033914563]","[93, 19.459979191259016]","[99, 19.166046807179516]","[900, 19.111044301460954]","[95, 19.003503878487635]"
"[98, 38.001558021734965]","[9, 35.17067265151117]","[924, 33.08424852105423]","[96, 32.83364887205473]","[95, 32.189990120301125]","[93, 31.294159679980858]","[919, 28.98645908602595]","[993, 28.841009372755217]","[97, 27.270343803304975]","[928, 27.23970283230033]"
"[98, 27.528372094196396]","[9, 27.208888364765226]","[902, 26.03311853024081]","[96, 25.627689571450283]","[937, 25.325702604638792]","[93, 20.588428050723486]","[984, 19.614091982904036]","[95, 19.286582447907133]","[900, 19.235948301933167]","[919, 19.03657580551988]"
"[98, 38.161080556156925]","[96, 29.48625617461452]","[9, 26.282291486690983]","[97, 25.411011206815385]","[95, 24.100395827682732]","[92, 23.2411059297131]","[919, 23.204589097429665]","[93, 23.200699291159026]","[99, 22.089694232403023]","[91, 21.98312529646606]"
"[9, 29.2256682792058]","[937, 25.14480575516207]","[902, 24.427847657847746]","[900, 22.968550822554125]","[98, 21.440512766926318]","[990, 19.268816312618387]","[988, 18.92283087735076]","[96, 18.181006291078397]","[93, 17.64034484291219]","[984, 17.569661934176292]"
"[98, 68.99291248031614]","[96, 63.92815523501119]","[9, 57.6886879155322]","[97, 57.249336280982355]","[99, 55.49162677211775]","[91, 54.71209066849519]","[95, 54.11441172059545]","[969, 53.30991126804998]","[92, 52.89586723512101]","[919, 50.71900675915563]"
"[98, 62.54231526168278]","[96, 56.69563353099128]","[9, 51.642436952533835]","[97, 50.732712524040075]","[969, 49.72023637080061]","[919, 49.59270584901861]","[95, 48.05813949479759]","[959, 47.23843990106907]","[92, 47.04376147112949]","[99, 46.67093241773078]"
"[98, 51.34662114274118]","[96, 48.516517601656666]","[97, 47.98512076572257]","[9, 46.53773237955636]","[919, 44.66842001213182]","[92, 44.237625478809164]","[95, 43.83508459007735]","[969, 43.618747055225526]","[963, 43.22196550978747]","[99, 42.35454490493425]"
"[98, 58.85874373715768]","[96, 57.8756318363622]","[95, 49.854996052029286]","[97, 48.90433661555246]","[99, 48.512027109300845]","[91, 48.11207389515765]","[969, 47.09105861182587]","[94, 44.448161635179744]","[9, 42.72788670581028]","[919, 41.55426613063234]"
"[9, 29.113625443394785]","[902, 27.25570641463035]","[98, 26.597830336747435]","[937, 25.53004589901354]","[900, 24.464234846449457]","[96, 24.20556786667737]","[93, 21.794550836430894]","[919, 19.710749623054802]","[984, 19.072568267975143]","[924, 18.513219097351318]"
"[9, 33.75124368215434]","[937, 29.070328621579147]","[902, 28.20159142899499]","[98, 27.982145446870447]","[900, 25.322033166346873]","[96, 24.85205707302611]","[93, 21.352160825291328]","[984, 20.478038497445056]","[919, 20.348081601091806]","[924, 20.250779812342348]"
"[9, 30.12684445532773]","[937, 28.44206852001602]","[98, 25.79697941108917]","[902, 25.133706965608066]","[96, 22.24132771824805]","[988, 21.96462578225164]","[984, 20.98067381186752]","[93, 20.563199133625467]","[900, 20.31800940750593]","[95, 19.83474308864178]"
"[9, 29.71171635392931]","[937, 25.245895499028034]","[98, 24.20662662539157]","[96, 22.220015950968747]","[988, 22.14900381019247]","[902, 21.46323856682958]","[900, 19.907079776975053]","[93, 19.741380557620808]","[984, 19.23929880463716]","[990, 18.103404511138795]"
"[9, 29.06476369390892]","[98, 28.471956985285388]","[937, 27.219224462958554]","[96, 22.67827329612695]","[988, 21.836469290848814]","[902, 21.53046524805256]","[984, 20.805873067084015]","[990, 20.208951736127307]","[93, 19.897312491273194]","[924, 18.928614940410352]"
"[9, 21.65710024083581]","[98, 20.473058602042897]","[96, 18.76515620368834]","[937, 18.693266975513033]","[900, 17.245240337343784]","[902, 16.90642463320662]","[988, 16.263403459540594]","[990, 15.165945259631094]","[97, 14.97497875857597]","[95, 14.954670786907679]"
"[98, 38.0065453896136]","[96, 26.630841615649402]","[9, 21.352473474708145]","[95, 20.5323256101196]","[92, 19.87809914069549]","[91, 19.83091576357541]","[919, 19.80030067927904]","[97, 19.50812707828066]","[93, 19.28091686479105]","[928, 18.399852363358498]"
"[98, 63.82819683029159]","[96, 55.827857458762644]","[97, 55.40568266463782]","[91, 52.252158542154945]","[99, 52.11320243366026]","[9, 51.59001415335976]","[969, 50.940638982276425]","[95, 50.245646821509176]","[92, 45.80698214138303]","[963, 44.99504598379387]"
"[98, 27.03991188573823]","[902, 24.39748732145944]","[937, 24.21899175334737]","[9, 23.96147232811423]","[96, 23.760978010806177]","[984, 22.238528671139367]","[95, 19.740820558568377]","[988, 19.29357746827379]","[93, 18.962736489769213]","[993, 18.623675924139235]"
"[98, 37.233498241623565]","[96, 33.93662145383726]","[9, 32.584281048498276]","[924, 32.485306327227256]","[93, 31.781629913296655]","[919, 31.32773656461755]","[95, 28.132458179364367]","[928, 27.644326046335575]","[993, 26.63178090691162]","[926, 25.254236867820968]"
"[9, 29.32144780951035]","[902, 28.09392979468282]","[937, 26.071457497450194]","[900, 25.230928137133404]","[98, 24.040319197492312]","[96, 21.166570993034505]","[93, 19.73473969616616]","[919, 19.119546003879574]","[97, 18.462943224642544]","[95, 17.36847245394474]"
"[9, 26.34872290587179]","[98, 21.86892563322454]","[902, 21.52740780255928]","[900, 21.440410555632265]","[93, 20.364691827249718]","[937, 19.657769391629188]","[96, 19.285654612587535]","[919, 18.623423428235935]","[95, 17.12653993977166]","[97, 16.15856459340036]"
"[902, 28.85727305606489]","[98, 27.75953591876937]","[9, 26.967169430299233]","[937, 25.03848082775762]","[96, 24.542186356438133]","[900, 24.03987456134352]","[93, 21.465662555284503]","[919, 19.972356138049232]","[95, 19.917563142267447]","[97, 19.395070410664214]"
"[98, 43.981986094196635]","[95, 39.74322919313573]","[96, 37.795317353807526]","[97, 37.654292495726274]","[99, 35.00289193071319]","[969, 34.808271863721885]","[924, 32.39731883432723]","[963, 32.38482819762818]","[9, 32.27635107915539]","[91, 30.565390207992007]"
"[98, 21.50593154584418]","[91, 21.451156536853937]","[96, 21.343079373658455]","[95, 21.0576497891818]","[919, 19.89136523970211]","[969, 17.865143425569176]","[97, 17.85004694178011]","[99, 17.60502110886259]","[993, 16.544513723301787]","[9, 16.438670434560315]"
"[98, 65.30978594682458]","[96, 56.52943067181279]","[97, 56.15564962541415]","[9, 55.61577142226074]","[95, 54.78066860750271]","[92, 50.32604203366901]","[99, 50.32538857637544]","[969, 49.99820643521512]","[91, 49.23485654227637]","[963, 48.91569932792936]"
"[9, 29.81374566086535]","[98, 25.933145510858886]","[937, 24.998561214237732]","[988, 23.0032862082233]","[984, 21.294673581486766]","[96, 20.922325509118373]","[902, 20.745683103693487]","[990, 19.883827986363713]","[93, 19.67672412315973]","[989, 18.60601780623322]"
"[98, 48.74937241049644]","[96, 44.32054606248978]","[93, 41.872027471860385]","[924, 41.216468545609914]","[9, 40.61940698739857]","[919, 38.11752325846497]","[97, 37.94216776972667]","[95, 37.59241224226]","[928, 36.87612749009258]","[99, 32.84691569422624]"
"[96, 55.38538633819482]","[98, 52.91914236003075]","[95, 42.63235266890758]","[97, 42.04987094631002]","[92, 41.55614860378435]","[99, 40.27304259932508]","[91, 39.42152378665225]","[919, 36.86456932012297]","[969, 36.461408008531215]","[94, 36.32666127876798]"
"[9, 34.443163827030936]","[937, 32.446448505022296]","[98, 31.45650276590887]","[902, 30.707912319419968]","[900, 29.69375110737557]","[96, 27.360700373376826]","[93, 24.612010845784713]","[919, 23.160181248558107]","[97, 22.278875262377916]","[924, 21.57954154423759]"
"[98, 29.41389477880544]","[9, 27.8970685449968]","[923, 27.08872699148854]","[900, 25.226908451507434]","[919, 24.73656200124426]","[93, 24.59503574500505]","[902, 24.52242890606495]","[971, 23.01002593776341]","[97, 22.86461676071736]","[96, 22.73722940134812]"
"[9, 33.65232213195599]","[98, 31.846253440591454]","[93, 31.763592979648976]","[96, 28.705308191645802]","[919, 28.262822857452047]","[923, 27.428922750298238]","[97, 26.682665323078925]","[95, 26.309887128928317]","[963, 25.438995115874892]","[99, 25.247935612358212]"
"[98, 55.50784434161433]","[96, 53.28813028182094]","[97, 48.1154325435627]","[99, 47.69982223838339]","[95, 47.42264396720219]","[969, 44.6813113307735]","[91, 43.998586713076065]","[9, 42.43474927118414]","[92, 40.35994944663441]","[919, 39.97794697292973]"
"[98, 41.78940383490029]","[96, 40.927594876012314]","[93, 34.72801330581595]","[9, 34.37666786597017]","[919, 32.67075188513032]","[95, 32.43908687616992]","[924, 32.348590327632]","[92, 31.805039977444263]","[97, 31.386259308883908]","[99, 31.258584482028564]"
"[98, 32.56726096118745]","[96, 28.380905683016465]","[9, 28.32739573906486]","[937, 26.255806693013312]","[93, 25.107794985528262]","[924, 24.48683315022931]","[902, 24.27387130976234]","[993, 24.077641793614344]","[988, 23.744030016654033]","[95, 23.03451851998285]"
"[98, 54.76479954538672]","[96, 49.88158991818267]","[9, 49.62529367552667]","[92, 47.80260830510112]","[919, 46.99618984613168]","[97, 46.087673429992364]","[963, 44.292492335045154]","[99, 43.797442904227616]","[95, 43.00022573877792]","[91, 42.242843364964784]"
"[9, 43.704170157864695]","[98, 42.47404102458928]","[93, 41.72767678024608]","[96, 37.89301715373806]","[924, 36.490972421470026]","[919, 35.807547937672474]","[95, 30.856391659114493]","[928, 29.669559004285492]","[993, 29.09958896611439]","[936, 29.088151665414276]"
"[98, 46.21586916686338]","[97, 44.156731075759794]","[9, 42.81755834065823]","[96, 40.65371272648787]","[99, 40.55992997052824]","[969, 39.04755316686136]","[91, 37.77063450328108]","[963, 37.37486065796523]","[92, 35.5604899363672]","[945, 35.31569872350562]"
"[98, 34.23346273661282]","[9, 31.46277018323725]","[97, 28.728026561518103]","[96, 28.41259240822845]","[963, 26.83072611889341]","[99, 26.552683738877757]","[923, 26.51370852438272]","[92, 25.958411264044184]","[919, 25.53209402123149]","[93, 24.5584993737829]"
"[98, 36.05083866008431]","[9, 34.480040428943106]","[93, 30.191911078762057]","[924, 30.091175386149278]","[96, 29.26966982628747]","[95, 27.402892697511305]","[993, 26.670543696320674]","[928, 26.15333017629377]","[926, 26.148548343285796]","[919, 25.95861871312354]"
"[96, 46.27374829274634]","[98, 45.177145105602996]","[97, 43.195593663946234]","[95, 42.56269922103926]","[9, 42.31852989518029]","[969, 39.40162541289494]","[919, 38.84759883819696]","[91, 38.28123459394098]","[963, 37.45205791447223]","[99, 37.154795238960915]"
"[93, 37.0597268214134]","[98, 36.79617456297494]","[9, 36.384979783597345]","[919, 32.52925748817684]","[924, 32.06123672780776]","[96, 30.56417906338763]","[95, 27.601558581778264]","[928, 26.4695190089875]","[97, 25.648314317827545]","[993, 25.59039724446644]"
"[97, 58.44044085637356]","[98, 58.08858668597488]","[9, 56.14643478477469]","[96, 55.353591649302984]","[99, 50.79394041732112]","[963, 49.41530239548338]","[945, 49.10698348595106]","[91, 48.825010768578515]","[969, 48.70866473092456]","[92, 46.24459244490443]"
"[902, 30.800470168985427]","[9, 29.190431892884767]","[98, 28.066414638831766]","[900, 25.86717068947799]","[937, 25.41932060431583]","[96, 24.313163974864914]","[95, 20.34641357540631]","[984, 20.06816881106106]","[93, 20.034526390931415]","[919, 20.023503878458573]"
"[902, 27.666473590425504]","[900, 25.265200083392642]","[9, 21.663802525878722]","[937, 21.481877450800855]","[98, 20.796893118581274]","[96, 18.85271250176169]","[93, 17.95761213864863]","[919, 17.496745535823834]","[95, 16.639491898809528]","[97, 14.93480273853608]"
"[98, 64.95058598925905]","[97, 55.305328320726346]","[96, 54.43202229180337]","[99, 53.14586039978256]","[9, 52.64433952380623]","[969, 52.348975043606636]","[91, 52.095869114797246]","[95, 49.846517232157645]","[919, 46.95723739766795]","[92, 45.904504837068345]"
"[96, 47.84817541603668]","[98, 47.81048076909451]","[97, 42.983750576135165]","[91, 42.58896768813624]","[95, 41.67552420788278]","[919, 40.762532084248306]","[99, 39.55502977873448]","[969, 39.158019796014685]","[92, 39.02436420878632]","[9, 39.00300049814609]"
"[900, 25.42243919871303]","[902, 22.586475465651656]","[9, 19.173287733356695]","[937, 17.054159624524697]","[98, 15.793944438344099]","[96, 14.887466499541835]","[93, 14.249033039070975]","[919, 13.116741500295225]","[97, 12.81574606218094]","[95, 12.426630949684391]"
"[98, 65.53889043941956]","[97, 57.611636683637585]","[96, 57.593496970025434]","[9, 56.8945514540843]","[99, 56.10791360594693]","[95, 52.414339475734415]","[969, 52.150405664296045]","[92, 51.95387229932269]","[91, 50.1034669486307]","[94, 49.71254021236426]"
"[98, 51.57445706688148]","[96, 46.22005550156152]","[91, 45.39196993471899]","[969, 44.633485561475844]","[99, 43.10387727910554]","[97, 43.098317858601256]","[9, 42.86117561792157]","[919, 40.42184179021022]","[95, 39.80605859584616]","[963, 39.17678599763298]"
"[98, 57.02407132585285]","[97, 52.13541220842535]","[96, 51.740495043285094]","[9, 50.97361841215839]","[99, 50.14268074665014]","[969, 47.65474079412754]","[91, 47.51352820701232]","[963, 43.962939680873916]","[945, 43.67973980031822]","[95, 43.03844354936149]"
"[98, 25.353059010111455]","[96, 25.259868403416778]","[97, 23.02500372653318]","[91, 22.46224976429701]","[95, 22.074657163357305]","[969, 21.27645560484397]","[99, 20.9697385666521]","[928, 19.45315555917888]","[9, 19.0170291686846]","[924, 18.138310792539023]"
"[98, 46.73061716979181]","[97, 45.18754678397936]","[96, 44.79067234469754]","[99, 41.55982061877967]","[95, 41.22319271572402]","[9, 39.46805666549652]","[91, 38.753041535859545]","[969, 38.68757041244813]","[945, 34.93782085060568]","[919, 34.45314281918655]"
"[98, 46.29388004628055]","[96, 43.28159335116897]","[95, 36.62920837063131]","[9, 36.236620139348425]","[93, 35.00245709467459]","[97, 34.08657416085122]","[924, 32.973973393535246]","[92, 32.61225553247312]","[99, 32.502713222171906]","[919, 32.405211604578945]"
"[98, 37.03739238725826]","[96, 33.51286211675005]","[919, 30.581522917558832]","[93, 29.787463003085136]","[9, 29.752994748743706]","[95, 29.059417607284825]","[91, 28.712421688875104]","[928, 27.98041374995585]","[926, 27.92624156975822]","[924, 27.530169921832705]"
"[9, 34.59623922903632]","[937, 33.70804917664506]","[98, 32.16673541548183]","[902, 29.076483855304723]","[96, 27.229920223666216]","[984, 26.932791027910763]","[900, 24.439631829690732]","[93, 23.46028702167808]","[988, 23.375423395820135]","[989, 22.97747138228793]"
"[98, 55.716940963281886]","[96, 52.51793955166738]","[9, 50.64746643670115]","[97, 49.11178494530267]","[963, 47.69516434162961]","[93, 47.327221849429634]","[95, 45.39367406507087]","[92, 44.02127201920302]","[91, 42.80550107167638]","[919, 42.71114406871826]"
"[9, 23.14669108095538]","[923, 23.095779550364348]","[98, 22.441038054955623]","[971, 21.07686553476327]","[97, 19.79881158762125]","[919, 17.940274101808754]","[93, 17.465367193998187]","[99, 17.175732872536454]","[921, 16.904793568088355]","[96, 16.784819323846367]"
"[902, 30.693457298118066]","[9, 29.559151797062526]","[937, 29.06550682281426]","[98, 28.689875244379888]","[900, 28.537946338789215]","[96, 26.339409587108925]","[984, 21.34195138077091]","[93, 21.302372302164496]","[924, 20.40177058364935]","[95, 20.35057304124823]"
"[9, 27.65103914242365]","[98, 21.63316679514642]","[93, 20.682923578778517]","[96, 18.12463238835414]","[919, 17.883946574061245]","[95, 17.857828177331687]","[988, 17.606674308659798]","[937, 17.233417975014614]","[936, 16.127370516653382]","[924, 15.923805282321194]"
"[9, 32.450756250672974]","[98, 26.927640921598726]","[93, 23.748060224392574]","[96, 22.677373144865175]","[937, 19.842787836702126]","[919, 19.714772535525103]","[902, 19.625902893195992]","[924, 19.130248734295453]","[900, 18.95453862579977]","[936, 18.447868448964183]"
"[9, 29.090715012417682]","[98, 28.46892008433167]","[93, 27.5567389455699]","[924, 23.803331263875407]","[96, 23.799713529664075]","[928, 22.66964425164181]","[97, 22.227035442838602]","[919, 21.768266617241757]","[95, 20.814541657149782]","[993, 18.84633468485842]"
"[98, 31.491728584517375]","[9, 30.50956469983238]","[96, 28.63292449269186]","[900, 27.8686250949142]","[902, 26.26203266363935]","[93, 26.000984844799323]","[97, 25.079779625351765]","[99, 24.671097218805794]","[95, 24.428445481599212]","[919, 22.954954507740105]"
"[9, 28.298480286664972]","[98, 26.51086214401591]","[923, 25.461358097489065]","[971, 22.38638161443315]","[97, 22.25776034670015]","[93, 21.669533642889544]","[921, 20.9051360127851]","[96, 20.256245270709563]","[99, 19.546344970415515]","[919, 19.031775547821574]"
"[98, 59.124592626122684]","[96, 52.92775115385438]","[9, 52.07933956068133]","[97, 49.5514852989068]","[99, 48.30263478560292]","[963, 48.004179204774076]","[91, 47.277785706574754]","[969, 47.24277442899627]","[919, 45.87439551495203]","[95, 44.5105422085818]"
"[902, 34.4759882225829]","[937, 32.68653220268088]","[900, 32.163215326159445]","[9, 31.60480235002654]","[98, 28.068952276472366]","[96, 27.37537730993706]","[93, 23.322409765978215]","[984, 22.14184081205466]","[95, 21.438723919393492]","[990, 21.110896775320874]"
"[98, 71.26190056624807]","[96, 64.48491931246062]","[97, 62.332706894370084]","[95, 57.02502212416187]","[99, 56.288662241344525]","[9, 56.02083851270733]","[969, 55.51789275013861]","[92, 53.910876166878154]","[91, 53.654219825123064]","[959, 52.242941849355894]"
